DIRECTORATE,SUPPLIER,SUPPLIER NAME,TRANS NOS,AMOUNT,TRANS DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER GROUP
ADCHILD,HABI99,Habitat Pre-School Ltd.,10480439,"48,211.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,HARL95,Harlington Area Schools Trust,10480873,"3,299.00",13/04/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA,Other Local Authority
ADCHILD,HARR95,Harrold Pre School,10480440,"13,089.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,HARR05,Harrow Council,10478130,"2,100.00",18/03/2015,Supplies,Professional Fees,Other Local Authority
ADCHILD,HAVE96,Haven 2000,10480441,"40,067.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,HAZE97,Hazeldene Heights Pre-School,10480442,"43,983.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,HEAR01,Hearing Products International LTD,10481780,857.50,16/04/2015,Transfer Payments,Social Care - Equipment & Furniture,General Creditors
ADCHILD,HEAT09,Heathlands School,10480874,"1,321.00",13/04/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA,General Creditors
ADCHILD,HEPW98,Hepworth House,20126154,"1,836.44",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEPW98,Hepworth House,20126154,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEPW98,Hepworth House,20126154,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEPW98,Hepworth House,20126154,"1,836.44",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEPW98,Hepworth House,20126154,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEPW98,Hepworth House,20126154,"1,881.60",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HERT02,Hertfordshire Business Services,10479925,304.80,31/03/2015,Supplies,Learning Resources - Other,General Creditors
ADCHILD,HERT14,Herts for Learning Ltd,10480907,916.05,08/04/2015,Supplies,Consultants Fees,Schools
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"1,912.28",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"1,912.28",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"7,120.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"1,409.89",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"1,912.28",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"1,344.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,"2,720.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20126155,538.61,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,10479131,"2,785.80",25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,10479132,393.12,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,10483388,442.26,15/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,10483389,345.24,15/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,10483390,"3,064.38",15/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20126162,"2,930.40",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20126163,"8,186.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20126163,"4,948.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20126163,"6,431.86",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HIGH01,Higham House Care Home,20126156,"1,684.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HISP99,Hi-Spec Facilities Support Co Plc,10478929,459.47,31/03/2015,Premises,Cleaning Services,General Creditors
ADCHILD,HISP99,Hi-Spec Facilities Support Co Plc,10483892,735.15,31/03/2015,Premises,Cleaning Services,General Creditors
ADCHILD,HIST02,Historical Promotions & Event Mngmt,10479848,"3,900.00",28/03/2015,Supplies,Event Costs,General Creditors
ADCHILD,,HMCTS,10483553,400.00,28/04/2015,Supplies,Court Costs (Payment to HMCTS),General Creditors
ADCHILD,,Hollister Campbell Maybrey,10479804,421.25,07/04/2015,Transfer Payments,Carers Payments,General Creditors
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,718.04,08/04/2015,Transfer Payments,Day Care,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"1,562.04",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"2,347.48",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"1,983.04",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"1,883.32",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,352.44,08/04/2015,Transfer Payments,Day Care,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"1,319.16",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"1,319.16",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20126159,"2,465.72",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLL89,Hollybank Trust,20126158,"7,250.64",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOLY01,Holywell Middle School,10480883,"1,787.00",13/04/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA,Schools
ADCHILD,HOME19,Home From Home Care Ltd,20126161,"8,800.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HOME23,Home Instead Senior Care (Higham Ferrers),10480251,464.00,31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,"2,616.80",16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,915.36,16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,"1,304.00",16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,"2,364.16",16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,303.60,16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,381.92,16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,"2,495.35",16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,"6,824.20",16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479135,"9,179.88",16/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479141,394.48,15/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479141,"1,834.72",15/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479141,"2,874.80",15/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME16,Homecare Solutions Ltd,10479144,"1,104.04",15/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,HOME14,Homefield College Ltd,20126160,"4,080.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,HONI01,Honiton Manor,20126164,"1,775.10",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,HORI01,Horizon Fostering Services,10483330,"3,085.71",30/04/2015,Transfer Payments,Independent Foster Care,General Creditors
ADCHILD,HORI01,Horizon Fostering Services,10483332,"3,085.71",30/04/2015,Transfer Payments,Independent Foster Care,General Creditors
ADCHILD,HORI01,Horizon Fostering Services,10483349,"3,085.71",30/04/2015,Transfer Payments,Independent Foster Care,General Creditors
ADCHILD,HSPS01,HSP Social Work Enteprise Ltd,10482125,700.00,25/02/2015,Supplies,Professional Fees,General Creditors
ADCHILD,HUMP02,Humphries Kirk LLP,10479079,450.00,27/03/2015,Supplies,Court and Legal Fees,General Creditors
ADCHILD,INNF99,Inn Farm Private Day Nursery,10480443,"19,970.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,IVEL02,Ivel Valley School,10480875,"18,283.00",13/04/2015,Transfer Payments,Top-Ups - Maintained Providers - OLA,Schools
ADCHILD,JANE04,Jane Wiffin Training & Consultancy Ltd,10479954,"5,883.90",28/02/2015,Supplies,Professional Fees,General Creditors
ADCHILD,JOHN05,Johnston Publishing Ltd,10480912,463.98,31/03/2015,Supplies,Marketing & Promotion,General Creditors
ADCHILD,JUMP98,Jumping Jacks Childcare Ltd,10480444,"21,680.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,JUST99,Just Learning Nursery,10480445,"30,139.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,KMMA01,K M Marketing & Development Ltd,10479782,"2,015.00",31/03/2015,Supplies,Professional Fees,General Creditors
ADCHILD,KEEP99,Keep Guard Day Nursery,10480446,"55,841.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,KEMP04,Kempston Town Council,10483893,250.00,01/04/2015,Supplies,Learning Resources - Other,Other Local Authority
ADCHILD,KIDD99,Kiddi Caru,10480447,"47,646.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,KIDS03,Kids,10483370,"1,099.68",27/04/2015,Transfer Payments,High Level Family Support CWD,General Creditors
ADCHILD,KIDS03,Kids,10483371,820.02,27/04/2015,Transfer Payments,High Level Family Support CWD,General Creditors
ADCHILD,KIMB98,Kimbolton Lodge,10480551,250.00,31/03/2015,Transfer Payments,Residential Care Home Placements,General Creditors
ADCHILD,KIMB98,Kimbolton Lodge,20126166,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,"1,881.60",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,448.00,08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,KIMB98,Kimbolton Lodge,20126166,"2,240.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,KIMB02,Kimbolton Primary Academy,10480865,737.00,13/04/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483402,515.81,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483615,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483616,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483617,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483618,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483619,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483620,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483621,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING90,Kingfisher Daycare Centre,10483622,286.56,25/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,KING91,Kings Arms Project,10483529,"30,968.77",28/04/2015,Transfer Payments,Other Social Services Payments,General Creditors
ADCHILD,KING12,Kings Arms Trust,10479139,952.00,26/03/2015,Supplies,Venue Hire,General Creditors
ADCHILD,KING92,Kings Cottage,10480448,"15,425.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481406,265.50,05/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481407,392.00,05/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481409,435.00,05/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481414,607.00,07/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481423,315.50,05/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481514,814.00,05/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10481616,607.00,07/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,KYMB98,Kymbrook Pre-School,10480449,"13,350.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,LAMP02,LAMP (Luton Accommodation & Move-On Project,10474663,885.67,13/03/2015,Transfer Payments,Leaving Care Accommodation,General Creditors
ADCHILD,LANG97,Langley House Trust,10483530,"10,111.95",28/04/2015,Transfer Payments,Other Social Services Payments,General Creditors
ADCHILD,LANS99,Lansdowne Care Services,10479905,651.94,01/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,LANS99,Lansdowne Care Services,20126170,"1,946.72",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"2,277.80",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"2,227.76",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,254.80,08/04/2015,Transfer Payments,Day Care,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"1,057.68",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"2,251.08",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"2,469.44",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"2,283.36",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"2,281.36",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,446.38,08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,456.40,08/04/2015,Transfer Payments,Day Care,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"1,672.32",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"1,946.72",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126170,"25,376.89",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126171,"4,702.56",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126171,"4,074.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126171,"3,880.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126172,"3,242.40",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126172,"4,423.20",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126172,"4,384.40",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126172,"4,054.60",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126172,"3,407.36",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,LANS99,Lansdowne Care Services,20126172,"1,105.92",08/04/2015,Transfer Payments,Day Care,
ADCHILD,LANS99,Lansdowne Care Services,20126173,396.40,08/04/2015,Transfer Payments,Day Care,
ADCHILD,LANS99,Lansdowne Care Services,20126173,"1,256.96",08/04/2015,Transfer Payments,Day Care,
ADCHILD,LANS99,Lansdowne Care Services,20126173,"2,402.84",08/04/2015,Transfer Payments,Transport & Meals (Social Services Care),
